44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:40:01.0 (163724)|USER_INFO|[EXTERNAL]|00528000000NfXx|amitabhleo5@gmail.com|India Standard Time|GMT+05:30
14:40:01.0 (221315)|EXECUTION_STARTED
14:40:01.0 (229295)|CODE_UNIT_STARTED|[EXTERNAL]|01q0I0000019tM6|POS_Order_Products_update1 on POS_Order_Products trigger event AfterInsert|__sfdc_trigger/POS_Order_Products_update1
14:40:01.0 (306735)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:40:01.0 (930727)|HEAP_ALLOCATE|[72]|Bytes:3
14:40:01.0 (1016696)|HEAP_ALLOCATE|[77]|Bytes:152
14:40:01.0 (1044056)|HEAP_ALLOCATE|[342]|Bytes:408
14:40:01.0 (1069381)|HEAP_ALLOCATE|[355]|Bytes:408
14:40:01.0 (1089870)|HEAP_ALLOCATE|[467]|Bytes:48
14:40:01.0 (1134249)|HEAP_ALLOCATE|[139]|Bytes:6
14:40:01.0 (1156292)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:17
14:40:01.0 (1402767)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:28
14:40:01.0 (1423470)|VARIABLE_SCOPE_BEGIN|[7]|this|POS_Order_Products_update1|true|false
14:40:01.0 (1717763)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x64d54cda
14:40:01.0 (1809051)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:28
14:40:01.0 (2333316)|VARIABLE_SCOPE_BEGIN|[7]|this|POS_Order_Products_update1|true|false
14:40:01.0 (2362626)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x64d54cda
14:40:01.0 (2374375)|STATEMENT_EXECUTE|[7]
14:40:01.0 (2378436)|STATEMENT_EXECUTE|[11]
14:40:01.0 (2396761)|HEAP_ALLOCATE|[11]|Bytes:4
14:40:01.0 (2559791)|HEAP_ALLOCATE|[50]|Bytes:5
14:40:01.0 (2595818)|HEAP_ALLOCATE|[56]|Bytes:5
14:40:01.0 (2608545)|HEAP_ALLOCATE|[64]|Bytes:7
14:40:01.0 (2678096)|VARIABLE_ASSIGNMENT|[11]|this.prodIds|[]|0x64d54cda
14:40:01.0 (3049005)|HEAP_ALLOCATE|[14]|Bytes:5
14:40:01.0 (3096346)|VARIABLE_SCOPE_BEGIN|[14]|pop|POS_Order_Products__c|true|false
14:40:01.0 (4553771)|VARIABLE_ASSIGNMENT|[14]|pop|{"LastModifiedDate":"2019-02-05T09:10:01.000Z","IsDeleted":false,"Units__c":4,"List_Price__c":15,"POS_Orders__c":"a040I00002CBHdkQAH","updated__c":false,"POS_Products__c":"a0528000002DQVYAA4","Name":"POP-0182","SystemModstamp":"2019-02-05T09:10:01.000Z","CreatedById":"00528000000NfXxAAK","Sub_Amount__c":60,"Destination_POS_Id__c":"a030I000010qcn8","CreatedDate":"2019-02-05T09:10:01.000Z","Id":"a080I00002mEG1vQAG","LastModifiedById":"00528000000NfXxAAK","Source_POS_Id__c":"a030I000010qcmy"}|0x6a919540
14:40:01.0 (4578234)|STATEMENT_EXECUTE|[15]
14:40:01.0 (4613249)|STATEMENT_EXECUTE|[17]
14:40:01.0 (4615890)|STATEMENT_EXECUTE|[18]
14:40:01.0 (4689927)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (4717267)|HEAP_ALLOCATE|[14]|Bytes:5
14:40:01.0 (4737448)|VARIABLE_ASSIGNMENT|[14]|pop|null|
14:40:01.0 (4745303)|STATEMENT_EXECUTE|[22]
14:40:01.0 (4764368)|HEAP_ALLOCATE|[22]|Bytes:4
14:40:01.0 (4822990)|VARIABLE_ASSIGNMENT|[22]|this.mapInventory|{}|0x64d54cda
14:40:01.0 (4832452)|STATEMENT_EXECUTE|[23]
14:40:01.0 (4846529)|HEAP_ALLOCATE|[23]|Bytes:4
14:40:01.0 (4915559)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (4929446)|VARIABLE_ASSIGNMENT|[23]|this.posProdItems|[]|0x64d54cda
14:40:01.0 (4936906)|STATEMENT_EXECUTE|[24]
14:40:01.0 (4947061)|HEAP_ALLOCATE|[24]|Bytes:4
14:40:01.0 (4972957)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (4982404)|VARIABLE_ASSIGNMENT|[24]|this.posOrdProds|[]|0x64d54cda
14:40:01.0 (4990300)|STATEMENT_EXECUTE|[25]
14:40:01.0 (4999680)|HEAP_ALLOCATE|[25]|Bytes:4
14:40:01.0 (5038917)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (5049524)|VARIABLE_ASSIGNMENT|[25]|this.PosInvTrsns|[]|0x64d54cda
14:40:01.0 (5056746)|STATEMENT_EXECUTE|[26]
14:40:01.0 (5064149)|HEAP_ALLOCATE|[26]|Bytes:4
